country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,94,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,94,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,92,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,92,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,90,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,92,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,89,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,85,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,86,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,86,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,81,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,78,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,84,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,79,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,79,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,81,Total,Units,%,Estimated value,Free,,Total
San Marino,SM,SMR,674,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,85,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,71,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,76,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,76,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,76,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,76,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,81,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,75,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,69,Total,Units,%,Estimated value,Free,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,69,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,96,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,96,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,97,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,97,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,97,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,97,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,98,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,98,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,98,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,98,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,97,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,98,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,99,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,98,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,96,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,96,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,96,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,97,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,96,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,96,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,97,Total,Units,%,Estimated value,Free,,Total
Saudi Arabia,SA,SAU,682,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,98,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,13,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,54,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,57,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,59,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,62,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,68,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,69,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,75,Total,Units,%,Estimated value,Free,,Total
Senegal,SN,SEN,686,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,66,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,78,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,74,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,75,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,96,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,96,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,98,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,90,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,96,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,97,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,87,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,91,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,90,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,90,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,82,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,91,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,86,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,90,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,91,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,90,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,91,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,84,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,86,Total,Units,%,Estimated value,Free,,Total
Serbia,RS,SRB,688,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,89,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,98,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,98,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,98,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,97,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,98,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,98,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,97,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,99,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,86,Total,Units,%,Estimated value,Free,,Total
Seychelles,SC,SYC,690,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,98,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,60,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,50,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,55,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,64,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,72,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,67,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,67,Total,Units,%,Estimated value,Free,,Total
Sierra Leone,SL,SLE,694,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,73,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,98,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,95,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,96,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,95,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,90,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,90,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,90,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,88,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,90,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,91,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,92,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,94,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,93,Total,Units,%,Estimated value,Free,,Total
Singapore,SG,SGP,702,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,92,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,98,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,98,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,98,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,99,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,98,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,98,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,97,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,97,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,97,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,98,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,98,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,96,Total,Units,%,Estimated value,Free,,Total
Slovakia,SK,SVK,703,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,96,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,98,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,98,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,98,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,98,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,99,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,99,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,99,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,98,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,98,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,98,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,96,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,96,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,96,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,95,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,94,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,96,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,93,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,94,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,94,Total,Units,%,Estimated value,Free,,Total
